"","INSTNM_ZIP","AVG(ADM_RATE_ALL)","AVG(SAT_AVG_ALL)","AVG(COSTT4_A)","AVG(C150_4)","AVG(PCTFLOAN)","AVG(UG25abv)","AVG(PAR_ED_N)","AVG(PAR_ED_PCT_1STGEN)","AVG(PCTPELL)","AVG(DEBT_MDN)","AVG(gt_25k_p6)","AVG(NONCOM_RPY_5YR_RT)","AVG(UGDS)","AVG(female)","AVG(married)","AVG(dependent)","AVG(veteran)","AVG(first_gen)","AVG(md_faminc)","AVG(pct_ba)","AVG(pct_grad_prof)","AVG(pct_born_us)","AVG(median_hh_inc)","AVG(poverty_rate)","AVG(unemp_rate)","AVG(loan_ever)"
"82","american institute of business-50321",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.2513,650.333333333333,0.496847932,0.353911819782575,6432.16666666667,0.644408797758188,0.330504575067643,817.25,0.77500000596046,0.085000000894065,0.749999999999995,0.0249999994412,0.499999999999995,45475.5,13.5350003242492,5.3199999332428,96.3050003051758,55257.42,6.79500007629394,3.14999997615813,0.949999988079065
"83","american institute of business-50321-1799",0.6471,1050,28670.9630987533,0.51127113245952,0.587502629787908,0.2441,674.5,0.5120437955,0.353911819782575,6960.25,0.69719624519348,0.330504575067643,886.5,0.72000002861022,0.14000000059604,0.63999998569488,0.01999999955296,0.51999998092651,43723,14.8500003814697,6,96.2699966430664,56134.63,5.98000001907348,2.98000001907348,0.93999999761581
"84","american institute of business-503211799",0.8955,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.1995,609.5,0.5029935925,0.353911819782575,6260.5,0.644408797758188,0.330504575067643,247,0.6700000166893,0.09000000357627,0.73000001907348,0.01999999955296,0.49000000953674,49883,13.9600000381469,5.34999990463256,96.6999969482422,55135.49,6.11999988555908,2.83999991416931,0.94999998807907
"85","american international college-1109",0.768707692307692,927.615384615385,38932.8,0.414947058823529,0.82914,0.228477777777778,729.470588235294,0.420722272058824,0.4666,14070.8529411765,0.699224483966824,0.704185058382,1421.41176470588,0.563999986648552,0.078000000864262,0.722000002861018,0.011999999731776,0.4199999988079,45227.4,14.0760000228881,9.0579999923706,84.15,60974.376,10.8100002288818,3.80200004577636,0.96400001049041
"86","american jewish university-90077-1519",0.869328571428571,1036.33333333333,39959.6,0.645785714285714,0.43134,0.142,0,0,0.305083333333333,16318.1428571429,0,0,114.714285714286,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"87","american university-20016",0.65775,1211.5,28670.9630987533,0.687416666666667,0.587502629787908,0.0873,1732.33333333333,0.172403608,0.353911819782575,14213.9166666667,0.644408797758188,0.330504575067643,5262.16666666667,0.653333326180773,0.01999999955296,0.903333326180773,0.00999999977648,0.170000001788133,84066.8333333333,22.7466665903727,17.8266671498616,85.1500015258789,85100.8633333333,5.35333347320556,3.096666653951,0.98000001907348
"88","american university-20016-800",0.5324,1245,28670.9630987533,0.7273,0.587502629787908,0.250195175645098,2064,0.150193798,0.353911819782575,13625,0.644408797758188,0.330504575067643,5731,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"89","american university-20016-8001",0.49641,1261.8,51588,0.75116,0.47108,0.0346,2204.7,0.1407335705,0.13235,16368.75,0.784089076519008,0.296126401631,6264.3,0.64500001072883,0.01999999955296,0.90500000119209,0.00999999977648,0.155000001192085,85727.25,21.960000038147,15.6350002288818,87.2999992370605,81452.465,5.46500015258789,2.95500004291534,0.98500001430511
"90","amherst college-01002-500",0.207,1449,28670.9630987533,0.9568,0.587502629787908,0.250195175645098,376,0.098404255,0.353911819782575,7639,0.644408797758188,0.330504575067643,1640,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"91","amherst college-01002-5000",0.1618,1425.54545454545,54477.6,0.954927272727273,0.1642,0.00811666666666667,366.909090909091,0.175656707545455,0.199216666666667,8836.72727272727,0.71736555099487,0,1709.72727272727,0.51499998569488,0.00499999988824,0.97000002861022,0,0.129999998956915,86056,22.3700008392333,17.2350006103515,81.6549987792968,80757.73,7.62999987602234,3.35500001907348,0.859999984502785
"92","amherst college-1002",0.679395816368601,1047.4372451298,28670.9630987533,0.953733333333333,0.587502629787908,0.00485,348.666666666667,0.120075322333333,0.353911819782575,11422.5,0.644408797758188,0.330504575067643,1640.5,0.504999995231625,0.00499999988824,0.97500002384185,0,0.124999999999995,90191,22.7749996185303,18.3950004577636,84.6549987792968,84844.35,6.50999999046326,3.23500001430511,0.98000001907348
"93","amherst college-10025000",0.1867,1415,28670.9630987533,0.95025,0.587502629787908,0.0061,419,0.1797365765,0.353911819782575,10665,0.644408797758188,0.330504575067643,1631,0.5,0,0.98000001907348,0,0.17000000178813,91921,21.9799995422363,16.7000007629394,80.9599990844726,79501.35,7.80999994277954,3.38000011444091,0.88999998569488
"94","anderson college-29621",0.7626,984.5,28670.9630987533,0.3220375,0.587502629787908,0.180825,631.875,0.3868624675,0.353911819782575,8176.0625,0.61021506786346,0.330504575067643,1237.25,0.57750000059604,0.112500000745055,0.767499998211858,0.02249999949708,0.392499990761275,56165,13.2425000667571,6.4300000667572,96.1549987792968,54015.995,8.77749991416931,2.91500002145767,0.915000006556507
"95","anderson university-29621",0.78128,1002.8,31398,0.44164,0.6039,0.167633333333333,885.6,0.3605011076,0.21725,11818.6,0.591624160607653,0.330504575067643,1602.2,0.6700000166893,0.11999999731779,0.75999999046325,0.01999999955296,0.34999999403953,58707.5,13.4799995422363,6.5,96.4899978637695,56100.72,8.30000019073486,2.83999991416931,0.93999999761581
"96","anderson university-29621-4035",0.69945,1056.75,33733.5,0.453075,0.61845,0.18945,1190,0.323209185,0.352375,17634.375,0.59149724245071,0.284900284900333,2232.25,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"97","anderson university-46012-349",0.7087,1070,28670.9630987533,0.5468,0.587502629787908,0.250195175645098,1190,0.334453782,0.353911819782575,14125,0.644408797758188,0.330504575067643,2260,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"98","anderson university-46012-3495",0.691909090909091,1052.09090909091,35353.4,0.570290909090909,0.7336,0.118133333333333,1082.09090909091,0.327854962818182,0.336133333333333,18403.5909090909,0.63950041532516,0,2096.81818181818,0.59000000357627,0.07000000029802,0.8449999988079,0.00999999977648,0.340000003576275,69508,13.4849996566772,7.62000012397766,96.7099990844726,63726.865,5.53500008583068,2.9300000667572,0.97000002861022
"99","anderson university-460123462",0.679395816368601,1047.4372451298,28670.9630987533,0.470066666666667,0.587502629787908,0.1259,936.333333333333,0.336915075666667,0.353911819782575,12569.1666666667,0.644408797758188,0.330504575067643,1948,0.564999997615805,0.07499999925494,0.829999983310695,0.01499999966472,0.334999993443485,64286,13.375,7.86499977111816,96.5299987792968,61699.8,6.06500005722046,3.07499992847442,0.97000002861022
"100","anderson university-460123495",0.679395816368601,1047.4372451298,28670.9630987533,0.51105,0.587502629787908,0.127,999,0.341307117,0.353911819782575,12159.5,0.644408797758188,0.330504575067643,2094,0.55000001192092,0.09000000357627,0.85000002384185,0.01999999955296,0.34999999403953,73425,13.1000003814697,7.34000015258789,96.7900009155273,62164.13,5.94999980926513,3.00999999046325,0.95999997854232
"101","andrew college-317401395",0.7008,798,28670.9630987533,0.51127113245952,0.587502629787908,0.0663333333333333,258.4,0.4342435874,0.353911819782575,3200.2,0.644408797758188,0.330504575067643,315.8,0.489999989668523,0.05333333462476,0.879999995231623,0.0166666662941333,0.433333327372867,39298,9.66333325703935,5.45666662851969,95.9133326212565,46549.2733333333,15.1066665649414,3.65333334604899,0.87000000476837
"102","andrew college-39840-139",0.3108,814,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,270,0.425925926,0.353911819782575,5250,0.644408797758188,0.330504575067643,318,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"103","andrew college-39840-1395",0.62174,817.8,28670.9630987533,0.51127113245952,0.587502629787908,0.0500666666666667,271.4,0.421754254,0.353911819782575,5425,0.48272053400675,0.330504575067643,313.6,0.459999993443485,0.00499999988824,0.919999986886975,0.00499999988824,0.43999999761581,34364.75,13.3399996757507,7.06999993324279,92.5250015258789,57010.065,11.3949999809264,3.50499999523162,0.90999999642372
"104","andrew college-39840-5550",0.513816666666667,828.833333333333,24665.2,0.51127113245952,0.77646,0.015,278.333333333333,0.398453623333333,0.597733333333333,7395.83333333333,0.34291443228721,0.192439862543,280.166666666667,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"105","andrews university-49104",0.478561538461538,1054,30663.6,0.531333333333333,0.56758,0.1592,672.764705882353,0.210109279176471,0.32625,17113.0588235294,0.620634818077084,0.524953379953333,1700.47058823529,0.54200000762939,0.102000001072876,0.759999990463254,0.011999999731776,0.235999995470044,46444.2,15.4300001144409,10.5879999160766,85.0400009155273,60607.888,8.89199991226195,3.56400003433227,0.951999998092646
"106","angelo state university-76909",0.903992307692308,959.769230769231,17782.2,0.33309375,0.56332,0.178622222222222,2535.17647058824,0.457649291294118,0.4181,9387.5,0.656772387027734,0.699709858998667,5734.82352941176,0.569999992847438,0.132000000774854,0.736000001430508,0.037999999523158,0.468000000715252,39919.2,13.6620000839233,5.75000009536743,91.9599990844726,48643.826,11.5000001907348,3.69000000953674,0.841999995708458
"107","anna maria college-01612-119",0.9072,898,28670.9630987533,0.5686,0.587502629787908,0.250195175645098,345,0.324637681,0.353911819782575,11625,0.644408797758188,0.330504575067643,679,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"108","anna maria college-01612-1198",0.788427272727273,899.7,40101.2,0.539209090909091,0.7558,0.239016666666667,532.727272727273,0.370626692545454,0.330633333333333,12449.1363636364,0.738922083377832,0,930.090909090909,0.62999999523162,0.04499999992549,0.85499998927116,0.00999999977648,0.325000002980225,71249,17.2000007629394,10.5900001525878,89.620002746582,70684.94,6.35500001907348,2.82999992370605,0.98000001907348
