UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15
131520,160904,196468,191241,220181,167358,141060,127060,194541,145725,212054,131283,212106,146719,158802,138947
131803,434955,406006,419509,372222,405997,405979,104717,444158,443766,443890,458973,421018,450483,440448,442152
131876,163578,211556,170842,175005,110361,151263,229160,211583,192925,148487,234915,147679,11917301,239390,155335
131973,223001,157298,215424,150215,196884,146977,173896,127273,144014,160029,15178601,224305,414966,210368,191320
132408,143233,206516,146667,176910,125718,213640,243498,176451,150288,213400,176600,165945,143659,148885,195155
132471,216852,188429,145619,186584,149514,191649,117140,131113,110097,238430,178059,109785,195720,121150,213011
132602,218399,228884,102270,107600,131098,101912,199582,234164,199643,198835,218919,101073,217721,220598,101675
132657,114549,133881,183211,134079,150145,177968,213011,121691,230852,233301,221892,232609,238661,109785,239017
132842,116712,215691,206437,120184,144962,201548,236230,183910,214272,165529,165699,212832,178721,155520,241225
132903,130943,163286,166629,196097,196088,129020,199193,233921,240444,228723,153658,228778,134097,218663,243780
133465,440484,438416,442639,211477,191205,440147,445391,127024,459259,480082,251312,449898,183789,443784,442222
133492,158477,100937,175980,153144,236328,214175,210401,169080,130590,233374,166124,455770,199607,191676,233295
133526,220604,227429,199643,199582,228884,11577301,234164,198756,225575,101675,218399,140720,177551,214883,225885
133553,174899,226231,210775,217688,220516,113698,446932,197045,162760,220613,161165,205957,203775,217961,170806
133650,226091,22870501,221838,232937,106245,160621,163453,199157,199102,162007,229179,220978,199999,218733,100654
133669,149222,150136,100751,172699,105330,200280,155399,238032,230728,231174,180489,142276,176372,100858,209542
133711,213507,219806,213996,195526,139144,202523,201654,231581,152530,191968,212197,198215,444990,204635,154712
133872,384306,420246,455433,439446,441104,475273,148593,177427,149028,147129,117520,126012,364122,148575,179450
133881,114549,132657,207971,144740,122612,109785,188535,121691,191649,186584,239017,145275,169628,131159,215929
133951,163268,206604,126775,217484,232186,229027,203517,228796,166513,136215,178420,217882,227216,112251,228769
133979,101675,211608,150172,203580,107600,164085,184612,217873,199582,199032,206491,220598,363916,199962,132602
134079,150145,230852,137564,238078,147244,154004,237312,237640,217013,198835,180258,152992,157076,153825,129774
134097,134130,240444,139959,170976,178396,209551,218663,221759,126818,234030,104151,100663,100706,230764,110635
134130,134097,170976,240444,139959,209551,178396,110635,218663,234030,221759,110653,126818,104151,100663,230764
134237,179894,193973,129242,432232,185572,216597,214607,195003,225414,19554401,130226,215655,186283,446002,170082
134510,239424,195155,455099,177126,366793,211130,206288,206215,177278,179317,126979,177092,216816,124283,476601
134680,440925,456010,446808,167321,447458,446792,130110,432223,145460,126702,451796,450298,43018404,43018401,43018402
134811,222938,148177,458982,234492,208239,441973,117928,108232,142887,450094,113582,458496,468015,446792,117113
134945,219833,199412,197197,114813,207324,150163,117627,176628,195544,105367,148335,144281,168290,229267,192703
135364,217606,165945,260947,211130,125718,213400,148885,177816,134510,239424,195155,126979,455099,153320,175139
135610,449870,428259,461795,120537,459727,190248,475200,216542,204468,149505,221661,139393,117751,236133,167251
135726,152080,139658,168148,179867,243744,186131,12293101,147767,162928,217156,190415,195030,123961,197133,216287
135939,414823,457183,457174,193292,179894,199032,122649,460783,232885,130989,141936,374024,117140,164915,475635
136066,450085,451820,366535,448576,451848,447801,450447,447069,452027,449481,451510,480301,162681,233684,458229
136172,196130,122597,126580,110583,190594,151102,190549,190664,161873,147776,190512,190558,110592,110608,110556
136206,152822,169327,217235,420246,384306,455433,232706,176619,227243,222178,230807,407629,169099,109651,169080
136215,112251,212133,228246,120184,133951,186867,132471,188429,402828,212054,216852,15468802,15468801,19554401,186584
136330,230807,177214,147660,169983,168254,225247,175421,164562,168786,177065,126669,217934,197197,236230,176619
136774,221254,140951,111081,152318,164739,215929,213543,194824,145646,215105,110370,174127,169442,194578,121691
136950,203368,209612,129242,194958,19554401,130253,186283,193584,192749,15468802,15468801,152600,215655,195003,192819
137032,172334,147828,191968,140447,226471,454838,194958,151263,173045,217776,128744,142461,229780,147013,238616
137148,436438,121983,442222,452090,145770,367936,462390,447272,126030,372213,459259,149514,131113,443784,405988
137272,239637,434937,441609,167464,197735,216047,446604,195438,245777,205124,177816,194189,197674,194693,165945
137351,174066,104179,157085,199193,181464,145600,228778,236948,204796,225511,139940,215293,201885,110680,139755
137476,179894,194161,184694,191931,129941,148496,217776,215655,194091,19554401,186618,195003,193353,15468802,206862
137546,161457,142461,119058,153269,191968,181002,173665,217402,231059,136950,203368,183239,209825,192323,221971
137564,152992,154004,217013,134079,150145,157076,129774,166948,180258,198835,153825,237312,156356,190983,238078
137777,217040,183804,151865,213631,164474,239637,145275,216047,172705,185758,193070,434937,219842,441609,209241
137847,121309,219976,173045,181002,207458,151263,159656,236595,209825,173665,168005,215770,206622,236577,169716
137953,220871,210368,224305,150288,173896,157298,196884,131973,243498,146977,127273,223001,202903,215628,160029
137962,213400,175139,165945,203997,260947,436614,125718,195580,215619,148885,122603,195155,206215,186122,179317
138275,164173,450766,182795,188207,120698,207582,246789,165495,102234,217059,190761,245847,165671,150534,213987
138293,189848,15336601,204185,218238,204635,480189,203845,197911,201654,156213,216357,230047,239071,155812,144971
138354,198464,127741,220075,151324,243197,240365,106397,200280,440828,150136,149222,209542,218724,23693901,23693903
138600,167835,168218,211273,152390,166939,184348,168281,123165,164632,163976,140696,228343,165936,121257,215798
138716,130934,176044,198543,159009,106412,175342,177940,199999,160630,130776,159966,218733,160621,199157,133650
138789,219602,142115,221740,10236801,10236803,139366,179566,100830,130493,148654,171146,217864,110510,199218,110574
138813,451796,432533,445124,428286,110185,188146,148177,451820,456010,234492,222938,208239,458982,167321,108232
138868,199458,157100,181330,150677,168528,154749,445267,206835,207403,143288,224527,139630,146825,107141,198303
138929,455169,450942,434715,454689,11508303,11508306,11508305,20627901,20627905,20627902,20627903,20627906,126049,167215,228194
138947,158802,199102,157757,13247101,221838,163453,160904,195809,231651,131520,225575,199582,194310,220181,140553
139144,231581,195526,202523,164270,173647,173300,124292,218973,150455,239017,210669,150756,174844,125727,230940
139153,388520,439613,247825,219505,110060,243498,127714,441511,176600,227289,224305,150288,220871,210368,447953
139199,130314,177968,183211,239080,216931,121691,176479,195234,215929,195128,232557,213826,175005,184773,140447
139205,155937,175430,194392,198808,171599,232089,107877,152992,217907,176947,181127,157377,237118,137564,219383
139287,446394,135364,117575,102261,224244,444778,211130,117104,129534,179256,170091,219505,217606,199971,458113
139311,447689,141981,214731,214634,218645,214670,214652,214704,196042,243106,218742,10236809,169798,162210,167729
139348,122603,179317,206215,124283,177092,177278,186122,21510501,195580,175139,366793,216816,203997,215813,195155
139366,10236803,10236801,219602,142115,138789,221740,171146,130493,179566,217864,148654,110510,100830,199218,110574
139393,215947,150604,166850,211981,221661,149505,117751,212656,120537,213996,174491,475200,216542,204468,171881
139579,105516,260901,233684,104717,452027,450085,458955,450377,458885,451848,136066,432232,419509,440341,448576
139630,140234,217907,176947,181127,220701,237118,221731,168528,224527,157100,202514,145372,207403,146825,152363
139658,168148,179867,135726,152080,243744,186131,147767,217156,123961,198419,131496,190415,215062,190150,182670
139719,198507,163338,106412,201690,177551,218654,232937,163453,199582,213598,133650,198862,229887,243665,211608
139755,228778,174066,204796,236948,199193,181464,215293,110680,137351,157085,104179,145600,110662,139940,225511
139764,213613,219046,183062,219082,237367,196167,176965,129215,240480,216038,218724,236939,240277,159647,155681
139861,197869,196194,216038,176965,155681,240189,196149,196246,181783,156620,240462,240417,234085,199218,232681
139931,232566,198464,149772,176080,169248,219356,176017,240727,178615,174251,196200,144892,221768,227881,178624
139940,137351,225511,228778,145600,104179,157085,174066,181464,199193,236948,204796,157289,215293,110680,139755
139959,240444,218663,134097,221759,178396,126818,209551,170976,134130,234030,104151,230764,100663,110635,100706
140146,224305,220871,210368,127273,157298,173896,131973,223001,243498,196884,414966,146977,150215,160029,215424
140164,433660,149231,128771,123572,167729,184782,170082,214607,165024,169798,217420,214713,214041,157447,216764
140234,237118,221731,217907,152363,139630,181127,146825,176947,201371,218414,157100,168528,141167,145372,220701
140252,230825,233301,123457,107080,222983,170532,140988,145646,213668,173142,150668,206525,143084,238333,239017
140447,221971,150066,232557,195234,184773,233541,121691,164739,176479,239080,215929,130314,216931,177968,240107
140553,160904,198756,158802,141060,225575,220181,197993,131520,138947,176406,199582,234173,148849,144883,217873
140562,220792,179812,193405,148511,223223,215123,190424,216366,140146,196255,407629,229300,123970,194073,11508306
140696,168281,165936,184348,121257,163976,125763,215798,167996,179955,228343,213385,204909,218070,220710,138600
140720,234164,217721,101912,107600,217624,228884,133526,101675,218399,220604,225885,198862,101073,176406,227429
140818,179964,198561,151801,216694,245865,179326,107044,202763,168591,230995,193292,216931,190716,213367,195128
140872,141185,218441,207689,104586,161563,206507,101693,231086,206330,174862,152381,211981,180595,168528,188182
140951,109651,217493,430810,136774,215105,143358,196413,174127,111948,169442,236328,235316,129428,217235,165705
140960,100724,160621,199157,217624,232937,198543,133650,100654,175856,199999,176406,234155,237899,175342,213598
140988,210571,213668,143084,150668,232043,162654,214157,123457,170301,173142,170532,238333,230825,222983,233301
141060,160904,197993,198756,140553,220181,158802,131520,189097,138600,120254,225575,234173,199607,454184,181446
141167,201964,217907,152363,140234,146825,176947,237118,220701,152567,221731,202514,224527,107141,181330,218414
141185,161563,140872,218441,104586,231086,206507,174862,101693,206330,207689,212656,217633,150604,204185,161518
141237,218441,232025,206330,101693,161518,140872,141185,181376,245652,231068,161563,237136,214759,200873,200217
141264,159717,106704,160612,165866,106458,218964,171137,240365,211158,179557,157951,212115,159993,174783,101879
141325,214157,213668,232043,238333,446640,222983,162654,143084,160977,237057,170532,123457,170301,196866,150668
141334,213349,235097,229814,212160,216010,196121,167288,149772,167729,211158,144892,228431,141264,196200,240365
141361,177144,156189,191676,231095,154493,161572,231147,153366,221892,144971,105589,203845,148131,232609,168591
141486,141644,151263,147679,173045,169716,219976,168005,159656,224004,137847,234915,204617,155335,11917301,148627
141565,128391,174251,127185,240754,102632,181215,155025,228529,115755,240727,214801,219259,178624,207722,144892
141574,225511,145600,104179,110671,236948,110680,137351,157085,139940,181464,228778,174066,157289,139755,199193
141644,208488,148487,168005,11917301,147679,148627,215442,119605,196592,151263,159656,156286,110361,173665,209825
141936,164915,401250,480134,235547,374024,232885,439783,123943,233356,238573,147590,117672,457183,167598,177986
141981,447689,214731,218645,139311,196042,214704,214670,214652,214634,243106,243151,197027,110565,243133,449870
142090,179256,170091,217606,165945,125718,476692,462354,199759,476601,195155,213400,148885,239424,177816,211130
142115,179566,221740,130493,138789,171146,139366,219602,148654,10236803,10236801,217864,199218,110510,100830,110574
142276,149222,180489,155399,238032,200280,230728,176372,150136,105330,172699,133669,100858,100751,231174,240453
142285,161253,150136,207388,155399,200280,219356,217484,240727,147703,229115,201441,182290,176017,149222,231174
142294,183239,233426,173300,231059,239716,125727,384254,174747,238476,183275,233718,232308,157818,209065,231581
142328,178341,230737,151333,178387,214689,142276,237950,170639,174075,159966,127565,230782,220075,209506,219259
142461,137546,161457,119058,194958,219976,173045,222178,165820,210146,147679,209612,215743,150066,130253,159656
142522,207403,152530,173452,219790,154101,150941,445267,224527,145372,181127,107141,206835,143288,151777,154712
142832,193894,455664,143978,240213,23384201,15483701,21036801,21036802,459745,437316,179450,220996,243823,194073,209296
142887,222938,134811,208239,234492,367194,113582,458982,108232,148177,173887,197151,210942,126702,458496,145460
143048,166984,202170,108870,163295,366368,110370,214971,164748,192110,169442,235024,123952,194578,120403,122506
143084,170532,170301,162654,212674,213668,222983,196866,145646,239017,212577,237057,218973,212009,206525,238333
143118,176053,19554401,15468802,146612,15468801,184603,211352,144351,192448,148584,148496,192749,190725,193584,147013
143233,206516,132408,146667,176910,179317,144014,139348,215424,146977,223001,150215,122603,124283,165705,196884
